,Hotel Name,Address,Rating (5),Price (2)
3274,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3275,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3276,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3277,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3278,Wok Toss,TG West Pune,4.7,1000
3279,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3280,Fountain House,HG West Pune,4.4,1500
3281,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3282,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3283,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3284,Little Italy,"IS Nagar, West Pune",4.1,1500
3285,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3286,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3287,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3288,Madeline,"MS Nagar, West Pune",4.4,900
3289,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3290,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3291,Mughal's,"MF Road, West Pune",5.0,1000
3292,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3293,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3294,High Garden,"GS Bapat Road, West Pune",4.2,1000
3295,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3296,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3297,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3298,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3299,Wok Toss,TG West Pune,4.7,1000
3300,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3301,Fountain House,HG West Pune,4.4,1500
3302,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3303,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3304,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3305,Little Italy,"IS Nagar, West Pune",4.1,1500
3306,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3307,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3308,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3309,Madeline,"MS Nagar, West Pune",4.4,900
3310,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3311,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3312,Mughal's,"MF Road, West Pune",5.0,1000
3313,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3314,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3315,High Garden,"GS Bapat Road, West Pune",4.2,1000
3316,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3317,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3318,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3319,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3320,Wok Toss,TG West Pune,4.7,1000
3321,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3322,Fountain House,HG West Pune,4.4,1500
3323,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3324,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3325,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3326,Little Italy,"IS Nagar, West Pune",4.1,1500
3327,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3328,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3329,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3330,Madeline,"MS Nagar, West Pune",4.4,900
3331,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3332,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3333,Mughal's,"MF Road, West Pune",5.0,1000
3334,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3335,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3336,High Garden,"GS Bapat Road, West Pune",4.2,1000
3337,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3338,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3339,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3340,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3341,Wok Toss,TG West Pune,4.7,1000
3342,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3343,Fountain House,HG West Pune,4.4,1500
3344,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3345,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3346,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3347,Little Italy,"IS Nagar, West Pune",4.1,1500
3348,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3349,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3350,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3351,Madeline,"MS Nagar, West Pune",4.4,900
3352,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3353,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3354,Mughal's,"MF Road, West Pune",5.0,1000
3355,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3356,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3357,High Garden,"GS Bapat Road, West Pune",4.2,1000
3358,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3359,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3360,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3361,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3362,Wok Toss,TG West Pune,4.7,1000
3363,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3364,Fountain House,HG West Pune,4.4,1500
3365,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3366,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3367,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3368,Little Italy,"IS Nagar, West Pune",4.1,1500
3369,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3370,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3371,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3372,Madeline,"MS Nagar, West Pune",4.4,900
3373,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3374,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3375,Mughal's,"MF Road, West Pune",5.0,1000
3376,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3377,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3378,High Garden,"GS Bapat Road, West Pune",4.2,1000
3379,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3380,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3381,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3382,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3383,Wok Toss,TG West Pune,4.7,1000
3384,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3385,Fountain House,HG West Pune,4.4,1500
3386,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3387,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3388,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3389,Little Italy,"IS Nagar, West Pune",4.1,1500
3390,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3391,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3392,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3393,Madeline,"MS Nagar, West Pune",4.4,900
3394,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3395,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3396,Mughal's,"MF Road, West Pune",5.0,1000
3397,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3398,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3399,High Garden,"GS Bapat Road, West Pune",4.2,1000
3400,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3401,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3402,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3403,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3404,Wok Toss,TG West Pune,4.7,1000
3405,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3406,Fountain House,HG West Pune,4.4,1500
3407,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3408,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3409,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3410,Little Italy,"IS Nagar, West Pune",4.1,1500
3411,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3412,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3413,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3414,Madeline,"MS Nagar, West Pune",4.4,900
3415,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3416,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3417,Mughal's,"MF Road, West Pune",5.0,1000
3418,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3419,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3420,High Garden,"GS Bapat Road, West Pune",4.2,1000
3421,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3422,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3423,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3424,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3425,Wok Toss,TG West Pune,4.7,1000
3426,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3427,Fountain House,HG West Pune,4.4,1500
3428,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3429,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3430,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3431,Little Italy,"IS Nagar, West Pune",4.1,1500
3432,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3433,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3434,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3435,Madeline,"MS Nagar, West Pune",4.4,900
3436,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3437,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3438,Mughal's,"MF Road, West Pune",5.0,1000
3439,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3440,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3441,High Garden,"GS Bapat Road, West Pune",4.2,1000
3442,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3443,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3444,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3445,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3446,Wok Toss,TG West Pune,4.7,1000
3447,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3448,Fountain House,HG West Pune,4.4,1500
3449,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3450,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3451,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3452,Little Italy,"IS Nagar, West Pune",4.1,1500
3453,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3454,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3455,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3456,Madeline,"MS Nagar, West Pune",4.4,900
3457,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3458,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3459,Mughal's,"MF Road, West Pune",5.0,1000
3460,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3461,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3462,High Garden,"GS Bapat Road, West Pune",4.2,1000
3463,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3464,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3465,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3466,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3467,Wok Toss,TG West Pune,4.7,1000
3468,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3469,Fountain House,HG West Pune,4.4,1500
3470,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3471,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3472,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3473,Little Italy,"IS Nagar, West Pune",4.1,1500
3474,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3475,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3476,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3477,Madeline,"MS Nagar, West Pune",4.4,900
3478,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3479,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3480,Mughal's,"MF Road, West Pune",5.0,1000
3481,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3482,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3483,High Garden,"GS Bapat Road, West Pune",4.2,1000
3484,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3485,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3486,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3487,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3488,Wok Toss,TG West Pune,4.7,1000
3489,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3490,Fountain House,HG West Pune,4.4,1500
3491,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3492,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3493,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3494,Little Italy,"IS Nagar, West Pune",4.1,1500
3495,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3496,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3497,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3498,Madeline,"MS Nagar, West Pune",4.4,900
3499,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3500,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3501,Mughal's,"MF Road, West Pune",5.0,1000
3502,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3503,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3504,High Garden,"GS Bapat Road, West Pune",4.2,1000
3505,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3506,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3507,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3508,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3509,Wok Toss,TG West Pune,4.7,1000
3510,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3511,Fountain House,HG West Pune,4.4,1500
3512,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3513,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3514,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3515,Little Italy,"IS Nagar, West Pune",4.1,1500
3516,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3517,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3518,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3519,Madeline,"MS Nagar, West Pune",4.4,900
3520,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3521,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3522,Mughal's,"MF Road, West Pune",5.0,1000
3523,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3524,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3525,High Garden,"GS Bapat Road, West Pune",4.2,1000
3526,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3527,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3528,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3529,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3530,Wok Toss,TG West Pune,4.7,1000
3531,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3532,Fountain House,HG West Pune,4.4,1500
3533,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3534,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3535,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3536,Little Italy,"IS Nagar, West Pune",4.1,1500
3537,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3538,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3539,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3540,Madeline,"MS Nagar, West Pune",4.4,900
3541,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3542,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3543,Mughal's,"MF Road, West Pune",5.0,1000
3544,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3545,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3546,High Garden,"GS Bapat Road, West Pune",4.2,1000
3547,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3548,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3549,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3550,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3551,Wok Toss,TG West Pune,4.7,1000
3552,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3553,Fountain House,HG West Pune,4.4,1500
3554,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3555,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3556,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3557,Little Italy,"IS Nagar, West Pune",4.1,1500
3558,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3559,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3560,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3561,Madeline,"MS Nagar, West Pune",4.4,900
3562,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3563,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3564,Mughal's,"MF Road, West Pune",5.0,1000
3565,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3566,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3567,High Garden,"GS Bapat Road, West Pune",4.2,1000
3568,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3569,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3570,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3571,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3572,Wok Toss,TG West Pune,4.7,1000
3573,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3574,Fountain House,HG West Pune,4.4,1500
3575,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3576,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3577,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3578,Little Italy,"IS Nagar, West Pune",4.1,1500
3579,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3580,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3581,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3582,Madeline,"MS Nagar, West Pune",4.4,900
3583,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3584,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3585,Mughal's,"MF Road, West Pune",5.0,1000
3586,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3587,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3588,High Garden,"GS Bapat Road, West Pune",4.2,1000
3589,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3590,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3591,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3592,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3593,Wok Toss,TG West Pune,4.7,1000
3594,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3595,Fountain House,HG West Pune,4.4,1500
3596,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3597,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3598,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3599,Little Italy,"IS Nagar, West Pune",4.1,1500
3600,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3601,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3602,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3603,Madeline,"MS Nagar, West Pune",4.4,900
3604,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3605,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3606,Mughal's,"MF Road, West Pune",5.0,1000
3607,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3608,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3609,High Garden,"GS Bapat Road, West Pune",4.2,1000
3610,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3611,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3612,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3613,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3614,Wok Toss,TG West Pune,4.7,1000
3615,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3616,Fountain House,HG West Pune,4.4,1500
3617,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3618,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3619,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3620,Little Italy,"IS Nagar, West Pune",4.1,1500
3621,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3622,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3623,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3624,Madeline,"MS Nagar, West Pune",4.4,900
3625,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3626,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3627,Mughal's,"MF Road, West Pune",5.0,1000
3628,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3629,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3630,High Garden,"GS Bapat Road, West Pune",4.2,1000
3631,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3632,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3633,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3634,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3635,Wok Toss,TG West Pune,4.7,1000
3636,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3637,Fountain House,HG West Pune,4.4,1500
3638,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3639,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3640,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3641,Little Italy,"IS Nagar, West Pune",4.1,1500
3642,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3643,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3644,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
3645,Madeline,"MS Nagar, West Pune",4.4,900
3646,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
3647,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
3648,Mughal's,"MF Road, West Pune",5.0,1000
3649,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
3650,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
3651,High Garden,"GS Bapat Road, West Pune",4.2,1000
3652,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
3653,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
3654,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
3655,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
3656,Wok Toss,TG West Pune,4.7,1000
3657,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3658,Fountain House,HG West Pune,4.4,1500
3659,Urban Tadka,"TS Nagar, West Pune",4.6,1100
3660,Pop Tate's,"TS Nagar, West Pune",4.4,1900
3661,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
3662,Little Italy,"IS Nagar, West Pune",4.1,1500
3663,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
3664,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
3665,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
