,Hotel Name,Address,Rating (5),Price (2)
1,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
2,Wok Toss,TG West Pune,4.7,1000
3,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
4,Fountain House,HG West Pune,4.4,1500
5,Urban Tadka,"TS Nagar, West Pune",4.6,1100
6,Pop Tate's,"TS Nagar, West Pune",4.4,1900
7,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
8,Little Italy,"IS Nagar, West Pune",4.1,1500
9,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
10,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
11,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
12,Madeline,"MS Nagar, West Pune",4.4,900
13,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
14,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
15,Mughal's,"MF Road, West Pune",5.0,1000
16,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
17,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
18,High Garden,"GS Bapat Road, West Pune",4.2,1000
19,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
20,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
21,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
22,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
23,Wok Toss,TG West Pune,4.7,1000
24,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
25,Fountain House,HG West Pune,4.4,1500
26,Urban Tadka,"TS Nagar, West Pune",4.6,1100
27,Pop Tate's,"TS Nagar, West Pune",4.4,1900
28,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
29,Little Italy,"IS Nagar, West Pune",4.1,1500
30,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
31,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
32,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
33,Madeline,"MS Nagar, West Pune",4.4,900
34,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
35,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
36,Mughal's,"MF Road, West Pune",5.0,1000
37,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
38,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
39,High Garden,"GS Bapat Road, West Pune",4.2,1000
40,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
41,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
42,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
43,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
44,Wok Toss,TG West Pune,4.7,1000
45,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
46,Fountain House,HG West Pune,4.4,1500
47,Urban Tadka,"TS Nagar, West Pune",4.6,1100
48,Pop Tate's,"TS Nagar, West Pune",4.4,1900
49,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
50,Little Italy,"IS Nagar, West Pune",4.1,1500
51,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
52,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
53,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
54,Madeline,"MS Nagar, West Pune",4.4,900
55,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
56,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
57,Mughal's,"MF Road, West Pune",5.0,1000
58,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
59,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
60,High Garden,"GS Bapat Road, West Pune",4.2,1000
61,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
62,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
63,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
64,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
65,Wok Toss,TG West Pune,4.7,1000
66,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
67,Fountain House,HG West Pune,4.4,1500
68,Urban Tadka,"TS Nagar, West Pune",4.6,1100
69,Pop Tate's,"TS Nagar, West Pune",4.4,1900
70,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
71,Little Italy,"IS Nagar, West Pune",4.1,1500
72,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
73,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
74,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
75,Madeline,"MS Nagar, West Pune",4.4,900
76,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
77,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
78,Mughal's,"MF Road, West Pune",5.0,1000
79,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
80,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
81,High Garden,"GS Bapat Road, West Pune",4.2,1000
82,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
83,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
84,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
85,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
86,Wok Toss,TG West Pune,4.7,1000
87,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
88,Fountain House,HG West Pune,4.4,1500
89,Urban Tadka,"TS Nagar, West Pune",4.6,1100
90,Pop Tate's,"TS Nagar, West Pune",4.4,1900
91,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
92,Little Italy,"IS Nagar, West Pune",4.1,1500
93,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
94,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
95,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
96,Madeline,"MS Nagar, West Pune",4.4,900
97,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
98,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
99,Mughal's,"MF Road, West Pune",5.0,1000
100,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
101,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
102,High Garden,"GS Bapat Road, West Pune",4.2,1000
103,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
104,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
105,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
106,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
107,Wok Toss,TG West Pune,4.7,1000
108,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
109,Fountain House,HG West Pune,4.4,1500
110,Urban Tadka,"TS Nagar, West Pune",4.6,1100
111,Pop Tate's,"TS Nagar, West Pune",4.4,1900
112,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
113,Little Italy,"IS Nagar, West Pune",4.1,1500
114,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
115,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
116,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
117,Madeline,"MS Nagar, West Pune",4.4,900
118,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
119,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
120,Mughal's,"MF Road, West Pune",5.0,1000
121,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
122,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
123,High Garden,"GS Bapat Road, West Pune",4.2,1000
124,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
125,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
126,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
127,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
128,Wok Toss,TG West Pune,4.7,1000
129,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
130,Fountain House,HG West Pune,4.4,1500
131,Urban Tadka,"TS Nagar, West Pune",4.6,1100
132,Pop Tate's,"TS Nagar, West Pune",4.4,1900
133,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
134,Little Italy,"IS Nagar, West Pune",4.1,1500
135,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
136,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
137,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
138,Madeline,"MS Nagar, West Pune",4.4,900
139,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
140,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
141,Mughal's,"MF Road, West Pune",5.0,1000
142,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
143,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
144,High Garden,"GS Bapat Road, West Pune",4.2,1000
145,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
146,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
147,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
148,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
149,Wok Toss,TG West Pune,4.7,1000
150,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
151,Fountain House,HG West Pune,4.4,1500
152,Urban Tadka,"TS Nagar, West Pune",4.6,1100
153,Pop Tate's,"TS Nagar, West Pune",4.4,1900
154,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
155,Little Italy,"IS Nagar, West Pune",4.1,1500
156,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
157,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
158,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
159,Madeline,"MS Nagar, West Pune",4.4,900
160,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
161,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
162,Mughal's,"MF Road, West Pune",5.0,1000
163,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
164,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
165,High Garden,"GS Bapat Road, West Pune",4.2,1000
166,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
167,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
168,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
169,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
170,Wok Toss,TG West Pune,4.7,1000
171,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
172,Fountain House,HG West Pune,4.4,1500
173,Urban Tadka,"TS Nagar, West Pune",4.6,1100
174,Pop Tate's,"TS Nagar, West Pune",4.4,1900
175,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
176,Little Italy,"IS Nagar, West Pune",4.1,1500
177,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
178,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
179,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
180,Madeline,"MS Nagar, West Pune",4.4,900
181,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
182,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
183,Mughal's,"MF Road, West Pune",5.0,1000
184,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
185,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
186,High Garden,"GS Bapat Road, West Pune",4.2,1000
187,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
188,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
189,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
190,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
191,Wok Toss,TG West Pune,4.7,1000
192,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
193,Fountain House,HG West Pune,4.4,1500
194,Urban Tadka,"TS Nagar, West Pune",4.6,1100
195,Pop Tate's,"TS Nagar, West Pune",4.4,1900
196,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
197,Little Italy,"IS Nagar, West Pune",4.1,1500
198,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
199,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
200,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
201,Madeline,"MS Nagar, West Pune",4.4,900
202,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
203,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
204,Mughal's,"MF Road, West Pune",5.0,1000
205,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
206,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
207,High Garden,"GS Bapat Road, West Pune",4.2,1000
208,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
209,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
210,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
211,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
212,Wok Toss,TG West Pune,4.7,1000
213,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
214,Fountain House,HG West Pune,4.4,1500
215,Urban Tadka,"TS Nagar, West Pune",4.6,1100
216,Pop Tate's,"TS Nagar, West Pune",4.4,1900
217,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
218,Little Italy,"IS Nagar, West Pune",4.1,1500
219,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
220,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
221,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
222,Madeline,"MS Nagar, West Pune",4.4,900
223,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
224,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
225,Mughal's,"MF Road, West Pune",5.0,1000
226,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
227,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
228,High Garden,"GS Bapat Road, West Pune",4.2,1000
229,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
230,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
231,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
232,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
233,Wok Toss,TG West Pune,4.7,1000
234,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
235,Fountain House,HG West Pune,4.4,1500
236,Urban Tadka,"TS Nagar, West Pune",4.6,1100
237,Pop Tate's,"TS Nagar, West Pune",4.4,1900
238,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
239,Little Italy,"IS Nagar, West Pune",4.1,1500
240,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
241,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
242,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
243,Madeline,"MS Nagar, West Pune",4.4,900
244,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
245,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
246,Mughal's,"MF Road, West Pune",5.0,1000
247,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
248,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
249,High Garden,"GS Bapat Road, West Pune",4.2,1000
250,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
251,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
252,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
253,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
254,Wok Toss,TG West Pune,4.7,1000
255,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
256,Fountain House,HG West Pune,4.4,1500
257,Urban Tadka,"TS Nagar, West Pune",4.6,1100
258,Pop Tate's,"TS Nagar, West Pune",4.4,1900
259,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
260,Little Italy,"IS Nagar, West Pune",4.1,1500
261,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
262,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
263,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
264,Madeline,"MS Nagar, West Pune",4.4,900
265,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
266,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
267,Mughal's,"MF Road, West Pune",5.0,1000
268,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
269,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
270,High Garden,"GS Bapat Road, West Pune",4.2,1000
271,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
272,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
273,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
274,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
275,Wok Toss,TG West Pune,4.7,1000
276,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
277,Fountain House,HG West Pune,4.4,1500
278,Urban Tadka,"TS Nagar, West Pune",4.6,1100
279,Pop Tate's,"TS Nagar, West Pune",4.4,1900
280,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
281,Little Italy,"IS Nagar, West Pune",4.1,1500
282,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
283,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
284,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
285,Madeline,"MS Nagar, West Pune",4.4,900
286,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
287,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
288,Mughal's,"MF Road, West Pune",5.0,1000
289,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
290,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
291,High Garden,"GS Bapat Road, West Pune",4.2,1000
292,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
293,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
294,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
295,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
296,Wok Toss,TG West Pune,4.7,1000
297,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
298,Fountain House,HG West Pune,4.4,1500
299,Urban Tadka,"TS Nagar, West Pune",4.6,1100
300,Pop Tate's,"TS Nagar, West Pune",4.4,1900
301,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
302,Little Italy,"IS Nagar, West Pune",4.1,1500
303,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
304,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
305,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
306,Madeline,"MS Nagar, West Pune",4.4,900
307,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
308,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
309,Mughal's,"MF Road, West Pune",5.0,1000
310,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
311,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
312,High Garden,"GS Bapat Road, West Pune",4.2,1000
313,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
314,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
315,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
316,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
317,Wok Toss,TG West Pune,4.7,1000
318,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
319,Fountain House,HG West Pune,4.4,1500
320,Urban Tadka,"TS Nagar, West Pune",4.6,1100
321,Pop Tate's,"TS Nagar, West Pune",4.4,1900
322,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
323,Little Italy,"IS Nagar, West Pune",4.1,1500
324,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
325,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
326,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
327,Madeline,"MS Nagar, West Pune",4.4,900
328,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
329,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
330,Mughal's,"MF Road, West Pune",5.0,1000
331,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
332,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
333,High Garden,"GS Bapat Road, West Pune",4.2,1000
334,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
335,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
336,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
337,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
338,Wok Toss,TG West Pune,4.7,1000
339,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
340,Fountain House,HG West Pune,4.4,1500
341,Urban Tadka,"TS Nagar, West Pune",4.6,1100
342,Pop Tate's,"TS Nagar, West Pune",4.4,1900
343,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
344,Little Italy,"IS Nagar, West Pune",4.1,1500
345,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
346,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
347,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
348,Madeline,"MS Nagar, West Pune",4.4,900
349,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
350,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
351,Mughal's,"MF Road, West Pune",5.0,1000
352,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
353,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
354,High Garden,"GS Bapat Road, West Pune",4.2,1000
355,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
356,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
357,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
358,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
359,Wok Toss,TG West Pune,4.7,1000
360,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
361,Fountain House,HG West Pune,4.4,1500
362,Urban Tadka,"TS Nagar, West Pune",4.6,1100
363,Pop Tate's,"TS Nagar, West Pune",4.4,1900
364,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
365,Little Italy,"IS Nagar, West Pune",4.1,1500
366,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
367,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
368,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
369,Madeline,"MS Nagar, West Pune",4.4,900
370,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
371,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
372,Mughal's,"MF Road, West Pune",5.0,1000
373,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
374,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
375,High Garden,"GS Bapat Road, West Pune",4.2,1000
376,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
377,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
378,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
379,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
380,Wok Toss,TG West Pune,4.7,1000
381,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
382,Fountain House,HG West Pune,4.4,1500
383,Urban Tadka,"TS Nagar, West Pune",4.6,1100
384,Pop Tate's,"TS Nagar, West Pune",4.4,1900
385,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
386,Little Italy,"IS Nagar, West Pune",4.1,1500
387,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
388,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
389,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
390,Madeline,"MS Nagar, West Pune",4.4,900
391,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
392,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
393,Mughal's,"MF Road, West Pune",5.0,1000
394,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
395,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
396,High Garden,"GS Bapat Road, West Pune",4.2,1000
397,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
398,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
399,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
400,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
401,Wok Toss,TG West Pune,4.7,1000
402,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
403,Fountain House,HG West Pune,4.4,1500
404,Urban Tadka,"TS Nagar, West Pune",4.6,1100
